_class,_id,endTime,eventType,processDefinitionId,processDefinitionKey,processInstanceId,startTime,startUser,state,timestamp
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb5de79cbf054ffa83ca1,,migrate,process_metrics:29:7c41ee9c-7db9-11ec-baa0-0242c0a88004,process_metrics,dd244eee-72d4-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:33:34.960Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb6b879cbf054ffa83cad,,migrate,process_metrics:29:fe0625b9-7db9-11ec-baa0-0242c0a88004,process_metrics,1134bf9b-72d6-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:37:12.654Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb6b879cbf054ffa83cb1,,migrate,process_metrics:29:fe0625b9-7db9-11ec-baa0-0242c0a88004,process_metrics,d677c420-7300-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:37:12.669Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb6b879cbf054ffa83cb5,,migrate,process_metrics:29:fe0625b9-7db9-11ec-baa0-0242c0a88004,process_metrics,dd244eee-72d4-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:37:12.684Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61efb6b879cbf054ffa83cb9,,migrate,process_metrics:29:fe0625b9-7db9-11ec-baa0-0242c0a88004,process_metrics,d178610d-73a8-11ec-abbe-0242ac12000e,,,ACTIVE,2022-01-25T08:37:12.697Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61f0098da576265e74947370,,start,process_metrics:31:f98f9a88-7dea-11ec-96cc-0242c0a8c002,process_metrics,5d63a255-7deb-11ec-96cc-0242c0a8c002,2022-01-25T14:30:37.925Z,admin,ACTIVE,2022-01-25T14:30:37.925Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61f00c27a576265e749473b5,,start,process_metrics:31:f98f9a88-7dea-11ec-96cc-0242c0a8c002,process_metrics,e9d8dc91-7dec-11ec-96cc-0242c0a8c002,2022-01-25T14:41:43.073Z,,ACTIVE,2022-01-25T14:41:43.073Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61f0112ea576265e749473c7,,migrate,process_metrics:32:e93cbc80-7def-11ec-96cc-0242c0a8c002,process_metrics,e9d8dc91-7dec-11ec-96cc-0242c0a8c002,,,ACTIVE,2022-01-25T15:03:10.703Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61f0121da576265e74947406,2022-01-25T15:07:09.226Z,end,process_metrics:32:e93cbc80-7def-11ec-96cc-0242c0a8c002,process_metrics,e9d8dc91-7dec-11ec-96cc-0242c0a8c002,,,COMPLETED,2022-01-25T15:07:09.226Z
com.snp.ecm.ecm.camunda.service.history.domain.ProcessHistoryEventEntity,61f02635a576265e74947490,,start,process_metrics:33:1c14e1e7-7df6-11ec-96cc-0242c0a8c002,process_metrics,71b795aa-7dfc-11ec-96cc-0242c0a8c002,2022-01-25T16:32:53.474Z,,ACTIVE,2022-01-25T16:32:53.474Z
